,Address,Location,Rent,Bed,Bath,Size,Description,Commute,Crime,Income,URL,Commute_rate,city
113,"Ardenwood, Fremont, CA",5340 Shamrock Cmn,3500,3,3,1500,"5340 Shamrock Cmn, Fremont, CA is a 3 bedroom, 3 bathroom, 2,102 sqft single-family home built in 1990. 5340 Shamrock Cmn is located in Ardenwood, Fremont. 5340 Shamrock Cmn was listed for rent for $3,500/month on Feb 22, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,126000,https://www.trulia.com/p/ca/fremont/5340-shamrock-cmn-fremont-ca-94555--2083546808,93,Fremont
114,"Mission Valley, Fremont, CA",974 Bedford St,5495,5,4,1118,"974 Bedford St, Fremont, CA is a 5 bedroom, 4 bathroom, 3,374 sqft single-family home built in 1974. 974 Bedford St is located in Mission Valley, Fremont. 974 Bedford St was listed for rent for $5,495/month on Feb 21, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,197820,https://www.trulia.com/p/ca/fremont/974-bedford-st-fremont-ca-94539--2083420308,93,Fremont
115,"Warm Springs, Fremont, CA",615 Lonsdale Ave,5350,5,4,2662,"615 Lonsdale Ave, Fremont, CA is a 5 bedroom, 4 bathroom, 3,100 sqft single-family home built in 1962. 615 Lonsdale Ave is located in Warm Springs, Fremont. 615 Lonsdale Ave was listed for rent for $5,350/month on Feb 19, 2020.",Commute93% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,192600,https://www.trulia.com/p/ca/fremont/615-lonsdale-ave-fremont-ca-94539--2083418691,93,Fremont
116,"Canyon Heights, Fremont, CA",650 Pickering Ave,4995,5,3.5,2166,"650 Pickering Ave, Fremont, CA is a 5 bedroom, 3.5 bathroom, 3,770 sqft single-family home built in 1989. 650 Pickering Ave is located in Canyon Heights, Fremont. 650 Pickering Ave was listed for rent for $4,995/month on Feb 29, 2020. This property is pet friendly.",Commute92% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,179820,https://www.trulia.com/p/ca/fremont/650-pickering-ave-fremont-ca-94536--2083389039,92,Fremont
1,"Produce & Waterfront, Oakland, CA",321 Castro St,2400,3,1,900,"321 Castro St, Oakland, CA is a 3 bedroom, 1 bathroom, 900 sqft single-family home. 321 Castro St is located in Produce & Waterfront, Oakland. 321 Castro St was listed for rent for $2,400/month on Mar 12, 2020. This property is pet friendly.",Commute60% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,86400,https://www.trulia.com/p/ca/oakland/321-castro-st-oakland-ca-94607--2083884328,60,Oakland
2,"Prescott, Oakland, CA",1687 8th St,1700,1,1,450,"1687 8th St, Oakland, CA is a 1 bedroom, 1 bathroom, 450 sqft single-family home built in 2006. 1687 8th St is located in Prescott, Oakland. 1687 8th St was listed for rent for $1,700/month on Mar 9, 2020.",Commute60% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,61200,https://www.trulia.com/p/ca/oakland/1687-8th-st-oakland-ca-94607--1030279211,60,Oakland
3,"Upper Laurel, Oakland, CA",Address Not Disclosed,1800,2,1,700,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 700 sqft single-family home built in 1920. This home is located in Upper Laurel, Oakland. This property was listed for rent for $1,800/month on Mar 12, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,64800,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94619--2083933812,85,Oakland
4,"Clinton, Oakland, CA",2243 12th Ave,2400,2,1,1017,"2243 12th Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,991 sqft single-family home built in 1890. 2243 12th Ave is located in Clinton, Oakland. 2243 12th Ave was listed for rent for $2,400/month on Mar 4, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,86400,https://www.trulia.com/p/ca/oakland/2243-12th-ave-oakland-ca-94606--1002180113,70,Oakland
5,"Clawson, Oakland, CA",1064 30th St,3199,3,2,1100,"1064 30th St, Oakland, CA is a 3 bedroom, 2 bathroom, 1,017 sqft single-family home built in 1897. 1064 30th St is located in Clawson, Oakland. 1064 30th St was listed for rent for $3,199/month on Mar 11, 2020. This property is pet friendly.",Commute67% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,115164,https://www.trulia.com/p/ca/oakland/1064-30th-st-oakland-ca-94608--1054362650,67,Oakland
6,"Hoover/Foster, Oakland, CA",692 31st St,2950,2,1,1000,"692 31st St, Oakland, CA is a 2 bedroom, 1 bathroom, 1,100 sqft single-family home built in 1904. 692 31st St is located in Hoover/Foster, Oakland. 692 31st St was listed for rent for $2,950/month on Mar 3, 2020.",Commute58% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,106200,https://www.trulia.com/p/ca/oakland/692-31st-st-oakland-ca-94609--2083901682,58,Oakland
7,"Tuxedo, Oakland, CA",2215 E 29th St,2950,3,1,1300,"2215 E 29th St, Oakland, CA is a 3 bedroom, 1 bathroom, 1,000 sqft single-family home built in 1919. 2215 E 29th St is located in Tuxedo, Oakland. 2215 E 29th St was listed for rent for $2,950/month on Mar 6, 2020.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,106200,https://www.trulia.com/p/ca/oakland/2215-e-29th-st-oakland-ca-94606--2117151026,70,Oakland
8,"Montclair, Oakland, CA",2185 Trafalgar Pl,3975,3,2,1000,"2185 Trafalgar Pl, Oakland, CA is a 3 bedroom, 2 bathroom, 1,300 sqft single-family home built in 1972. 2185 Trafalgar Pl is located in Montclair, Oakland. 2185 Trafalgar Pl was listed for rent for $3,975/month on Mar 7, 2020. This property is pet friendly.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,143100,https://www.trulia.com/p/ca/oakland/2185-trafalgar-pl-oakland-ca-94611--2083912517,79,Oakland
9,"Santa Fe, Oakland, CA",843 60th St,3200,3,1,950,"843 60th St, Oakland, CA is a 3 bedroom, 1 bathroom, 1,000 sqft single-family home built in 1907. 843 60th St is located in Santa Fe, Oakland. 843 60th St was listed for rent for $3,200/month on Mar 3, 2020. This property is pet friendly.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,115200,https://www.trulia.com/p/ca/oakland/843-60th-st-oakland-ca-94608--2083895890,67,Oakland
10,"Pill Hill, Oakland, CA",32nd St,3600,4,2.5,912,"32nd St, Oakland, CA is a 4 bedroom, 2.5 bathroom single-family home. 32nd St is located in Pill Hill, Oakland. 32nd St was listed for rent for $3,600/month on Mar 5, 2020. This property is pet friendly.",Commute58% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,129600,https://www.trulia.com/p/ca/oakland/0-32nd-st-oakland-ca-94609--2449986270,58,Oakland
11,"Allendale, Oakland, CA",Address Not Disclosed,2200,2,1,1412,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 950 sqft single-family home. This home is located in Allendale, Oakland. This property was listed for rent for $2,200/month on Mar 10, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,79200,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94619--2206087443,85,Oakland
12,"Jefferson, Oakland, CA",Address Not Disclosed,2799,2,1,750,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 912 sqft single-family home built in 1914. This home is located in Jefferson, Oakland. This property was listed for rent for $2,799/month on Mar 11, 2020.",Commute74% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,100764,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94601--2083846402,74,Oakland
13,"Longfellow, Oakland, CA",Address Not Disclosed,3400,3,2.5,1250,"This home in Oakland, CA is a 3 bedroom, 2.5 bathroom, 1,412 sqft single-family home built in 2006. This home is located in Longfellow, Oakland. This property was listed for rent for $3,400/month on Mar 12, 2020.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,122400,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94608--1002898914,67,Oakland
14,"Shafter, Oakland, CA",421 Avon St #B,2850,2,1,1500,"421 Avon St #B, Oakland, CA is a 2 bedroom, 1 bathroom, 750 sqft single-family home. 421 Avon St #B is located in Shafter, Oakland. 421 Avon St #B was listed for rent for $2,850/month on Mar 11, 2020.",Commute64% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,102600,https://www.trulia.com/p/ca/oakland/421-avon-st-b-oakland-ca-94618--2360643360,64,Oakland
15,"Forestland, Oakland, CA",7028 Homewood Dr,3800,2,1,1050,"7028 Homewood Dr, Oakland, CA is a 2 bedroom, 1 bathroom, 792 sqft single-family home built in 1942. 7028 Homewood Dr is located in Forestland, Oakland. 7028 Homewood Dr was listed for rent for $3,800/month on Mar 11, 2020.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,136800,https://www.trulia.com/p/ca/oakland/7028-homewood-dr-oakland-ca-94611--2083920625,79,Oakland
16,"Patten, Oakland, CA",2834 Atwell Ave,3000,3,2,1600,"2834 Atwell Ave, Oakland, CA is a 3 bedroom, 2 bathroom, 1,250 sqft single-family home. 2834 Atwell Ave is located in Patten, Oakland. 2834 Atwell Ave was listed for rent for $3,000/month on Mar 12, 2020.",Commute74% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,108000,https://www.trulia.com/p/ca/oakland/2834-atwell-ave-oakland-ca-94601--2440524012,74,Oakland
17,"Seminary, Oakland, CA",6000 Holway St,2950,2,2,1550,"6000 Holway St, Oakland, CA is a 2 bedroom, 2 bathroom, 1,187 sqft single-family home built in 1923. 6000 Holway St is located in Seminary, Oakland. 6000 Holway St was listed for rent for $2,950/month on Mar 7, 2020.",Commute80% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,106200,https://www.trulia.com/p/ca/oakland/6000-holway-st-oakland-ca-94621--1029878933,80,Oakland
18,"Forestland, Oakland, CA",Address Not Disclosed,4250,2,2,839,"This home in Oakland, CA is a 2 bedroom, 2 bathroom, 1,500 sqft single-family home built in 1984. This home is located in Forestland, Oakland. This property was listed for rent for $4,250/month on Mar 4, 2020. This property is pet friendly.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,153000,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94611--2083921146,79,Oakland
19,"Hegenberger, Oakland, CA",1921 73rd Ave,3000,3,1.5,700,"1921 73rd Ave, Oakland, CA is a 3 bedroom, 1.5 bathroom, 1,050 sqft single-family home. 1921 73rd Ave is located in Hegenberger, Oakland. 1921 73rd Ave was listed for rent for $3,000/month on Mar 5, 2020.",Commute80% of residents commute by car.,CrimeHighest crime relative to the rest of Alameda county.,108000,https://www.trulia.com/p/ca/oakland/1921-73rd-ave-oakland-ca-94621--1006286199,80,Oakland
20,"Crestmont, Oakland, CA",Address Not Disclosed,3900,3,2,1292,"This home in Oakland, CA is a 3 bedroom, 2 bathroom, 1,600 sqft single-family home built in 1956. This home is located in Crestmont, Oakland. This property was listed for rent for $3,900/month on Mar 12, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,140400,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94619--2083931217,85,Oakland
21,"Havenscourt, Oakland, CA",2598 61st Ave,2690,2,1,900,"2598 61st Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,550 sqft single-family home. 2598 61st Ave is located in Havenscourt, Oakland. 2598 61st Ave was listed for rent for $2,690/month on Mar 9, 2020. This property is pet friendly.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,96840,https://www.trulia.com/p/ca/oakland/2598-61st-ave-oakland-ca-94605--2435356850,85,Oakland
22,"Webster, Oakland, CA",1700 83rd Ave,2550,2,1,1200,"1700 83rd Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,170 sqft single-family home built in 1928. 1700 83rd Ave is located in Webster, Oakland. 1700 83rd Ave was listed for rent for $2,550/month on Mar 4, 2020.",Commute80% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,91800,https://www.trulia.com/p/ca/oakland/1700-83rd-ave-oakland-ca-94621--2083940835,80,Oakland
23,"Frick, Oakland, CA",2834 Seminary Ave,1650,1,1,608,"2834 Seminary Ave, Oakland, CA is a 1 bedroom, 1 bathroom, 839 sqft single-family home built in 1940. 2834 Seminary Ave is located in Frick, Oakland. 2834 Seminary Ave was listed for rent for $1,650/month on Mar 11, 2020. This property is pet friendly.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,59400,https://www.trulia.com/p/ca/oakland/2834-seminary-ave-oakland-ca-94605--2083867447,85,Oakland
24,"Lynn, Oakland, CA",Address Not Disclosed,2650,1,1,1285,"This home in Oakland, CA is a 1 bedroom, 1 bathroom, 700 sqft single-family home built in 1925. This home is located in Lynn, Oakland. This property was listed for rent for $2,650/month on Mar 7, 2020. This property is pet friendly.",Commute75% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,95400,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94610--2117152268,75,Oakland
25,"Jefferson, Oakland, CA",2027 High St,3000,3,2,1247,"2027 High St, Oakland, CA is a 3 bedroom, 2 bathroom, 1,292 sqft single-family home built in 1908. 2027 High St is located in Jefferson, Oakland. 2027 High St was listed for rent for $3,000/month on Mar 11, 2020.",Commute74% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,108000,https://www.trulia.com/p/ca/oakland/2027-high-st-oakland-ca-94601--1031248391,74,Oakland
26,"Elmhurst Park, Oakland, CA",9411 E St,2400,2,1,2000,"9411 E St, Oakland, CA is a 2 bedroom, 1 bathroom, 900 sqft single-family home built in 1920. 9411 E St is located in Elmhurst Park, Oakland. 9411 E St was listed for rent for $2,400/month on Mar 8, 2020.",Commute81% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,86400,https://www.trulia.com/p/ca/oakland/9411-e-st-oakland-ca-94603--2318502361,81,Oakland
27,"Millsmont, Oakland, CA",6441 Mokelumne Ave,3500,2,1,2002,"6441 Mokelumne Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,200 sqft single-family home built in 1938. 6441 Mokelumne Ave is located in Millsmont, Oakland. 6441 Mokelumne Ave was listed for rent for $3,500/month on Mar 11, 2020.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,126000,https://www.trulia.com/p/ca/oakland/6441-mokelumne-ave-oakland-ca-94605--1059044789,85,Oakland
28,"Oakland, CA",3531 Rhoda Ave,2200,1,1,906,"3531 Rhoda Ave, Oakland, CA is a 1 bedroom, 1 bathroom, 608 sqft single-family home. 3531 Rhoda Ave was listed for rent for $2,200/month on Mar 10, 2020.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,79200,https://www.trulia.com/p/ca/oakland/3531-rhoda-ave-oakland-ca-94602--2293030820,81,Oakland
29,"Cleveland Heights, Oakland, CA",Address Not Disclosed,4900,3,1.5,1108,"This home in Oakland, CA is a 3 bedroom, 1.5 bathroom, 1,285 sqft single-family home built in 1923. This home is located in Cleveland Heights, Oakland. This property was listed for rent for $4,900/month on Mar 5, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,176400,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94606--2083879469,70,Oakland
30,"Arroyo Viejo, Oakland, CA",1491 82nd Ave,2400,2,1,950,"1491 82nd Ave, Oakland, CA is a 2 bedroom, 1 bathroom single-family home. 1491 82nd Ave is located in Arroyo Viejo, Oakland. 1491 82nd Ave was listed for rent for $2,400/month on Mar 4, 2020.",Commute80% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,86400,https://www.trulia.com/p/ca/oakland/1491-82nd-ave-oakland-ca-94621--2083940116,80,Oakland
31,"Glenview, Oakland, CA",3533 Glen Park Rd,3950,2,1,1528,"3533 Glen Park Rd, Oakland, CA is a 2 bedroom, 1 bathroom, 1,247 sqft single-family home built in 1930. 3533 Glen Park Rd is located in Glenview, Oakland. 3533 Glen Park Rd was listed for rent for $3,950/month on Mar 3, 2020.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,142200,https://www.trulia.com/p/ca/oakland/3533-glen-park-rd-oakland-ca-94602--2083853119,81,Oakland
32,"Merriwood, Oakland, CA",1840 Gouldin Rd,5800,4,2,1794,"1840 Gouldin Rd, Oakland, CA is a 4 bedroom, 2 bathroom, 2,002 sqft single-family home built in 1967. 1840 Gouldin Rd is located in Merriwood, Oakland. 1840 Gouldin Rd was listed for rent for $5,800/month on Mar 9, 2020. This property is pet friendly.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,208800,https://www.trulia.com/p/ca/oakland/1840-gouldin-rd-oakland-ca-94611--2083911460,79,Oakland
33,"Allendale, Oakland, CA",3333 Vale Ave,2850,2,1,1688,"3333 Vale Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 906 sqft single-family home built in 1915. 3333 Vale Ave is located in Allendale, Oakland. 3333 Vale Ave was listed for rent for $2,850/month on Mar 5, 2020.",Commute85% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,102600,https://www.trulia.com/p/ca/oakland/3333-vale-ave-oakland-ca-94619--2083932848,85,Oakland
34,"Longfellow, Oakland, CA",687 45th St,3850,2,2,975,"687 45th St, Oakland, CA is a 2 bedroom, 2 bathroom, 1,108 sqft single-family home built in 1920. 687 45th St is located in Longfellow, Oakland. 687 45th St was listed for rent for $3,850/month on Mar 13, 2020.",Commute58% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,138600,https://www.trulia.com/p/ca/oakland/687-45th-st-oakland-ca-94609--2083901650,58,Oakland
35,"Hacienda, Oakland, CA",2311 Humboldt Ave #2,2650,2,2,1800,"2311 Humboldt Ave #2, Oakland, CA is a 2 bedroom, 2 bathroom, 950 sqft single-family home built in 1912. 2311 Humboldt Ave #2 is located in Hacienda, Oakland. 2311 Humboldt Ave #2 was listed for rent for $2,650/month on Mar 5, 2020. This property is pet friendly.",Commute74% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,95400,https://www.trulia.com/p/ca/oakland/2311-humboldt-ave-2-oakland-ca-94601--2450042778,74,Oakland
36,"Golden Gate, Oakland, CA",1143 66th St,3600,2,2,1350,"1143 66th St, Oakland, CA is a 2 bedroom, 2 bathroom, 1,528 sqft single-family home built in 2006. 1143 66th St is located in Golden Gate, Oakland. 1143 66th St was listed for rent for $3,600/month on Mar 5, 2020. This property is pet friendly.",Commute67% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,129600,https://www.trulia.com/p/ca/oakland/1143-66th-st-oakland-ca-94608--2083888870,67,Oakland
37,"Castlemont, Oakland, CA",9444 Peach St,3400,3,1,1750,"9444 Peach St, Oakland, CA is a 3 bedroom, 1 bathroom single-family home. 9444 Peach St is located in Castlemont, Oakland. 9444 Peach St was listed for rent for $3,400/month on Mar 8, 2020.",Commute81% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,122400,https://www.trulia.com/p/ca/oakland/9444-peach-st-oakland-ca-94603--2219167098,81,Oakland
38,"Upper Rockridge, Oakland, CA",5046 Cochrane Ave,7200,3,3,984,"5046 Cochrane Ave, Oakland, CA is a 3 bedroom, 3 bathroom, 2,412 sqft single-family home built in 1993. 5046 Cochrane Ave is located in Upper Rockridge, Oakland. 5046 Cochrane Ave was listed for rent for $7,200/month on Mar 12, 2020. This property is pet friendly.",Commute64% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,259200,https://www.trulia.com/p/ca/oakland/5046-cochrane-ave-oakland-ca-94618--2083926797,64,Oakland
39,"Bushrod, Oakland, CA",514 North St,6450,6,2.5,711,"514 North St, Oakland, CA is a 6 bedroom, 2.5 bathroom, 1,794 sqft single-family home built in 1991. 514 North St is located in Bushrod, Oakland. 514 North St was listed for rent for $6,450/month on Mar 10, 2020. This property is pet friendly.",Commute58% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,232200,https://www.trulia.com/p/ca/oakland/514-north-st-oakland-ca-94609--2083899641,58,Oakland
40,"Allendale, Oakland, CA",4089 Allendale Ave,3950,4,2.5,3300,"4089 Allendale Ave, Oakland, CA is a 4 bedroom, 2.5 bathroom, 1,688 sqft single-family home built in 2015. 4089 Allendale Ave is located in Allendale, Oakland. 4089 Allendale Ave was listed for rent for $3,950/month on Mar 9, 2020.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,142200,https://www.trulia.com/p/ca/oakland/4089-allendale-ave-oakland-ca-94619--2083935059,85,Oakland
41,"Foothill Square, Oakland, CA",2572 Truman Ave,4045,5,2,2710,"2572 Truman Ave, Oakland, CA is a 5 bedroom, 2 bathroom, 1,654 sqft single-family home built in 1953. 2572 Truman Ave is located in Foothill Square, Oakland. 2572 Truman Ave was listed for rent for $4,045/month on Mar 3, 2020.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,145620,https://www.trulia.com/p/ca/oakland/2572-truman-ave-oakland-ca-94605--2083866301,85,Oakland
42,"Oakland Avenue/Harrison Street, Oakland, CA",235 30th St,5000,4,3,550,"235 30th St, Oakland, CA is a 4 bedroom, 3 bathroom, 1,725 sqft single-family home built in 1900. 235 30th St is located in Oakland Avenue/Harrison Street, Oakland. 235 30th St was listed for rent for $5,000/month on Mar 4, 2020. This property is pet friendly.",Commute79% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,180000,https://www.trulia.com/p/ca/oakland/235-30th-st-oakland-ca-94611--2083912837,79,Oakland
43,"Oakmore, Oakland, CA",3836 Forest Hill Ave,2995,2,1,1300,"3836 Forest Hill Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 975 sqft single-family home built in 1949. 3836 Forest Hill Ave is located in Oakmore, Oakland. 3836 Forest Hill Ave was listed for rent for $2,995/month on Mar 4, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,107820,https://www.trulia.com/p/ca/oakland/3836-forest-hill-ave-oakland-ca-94602--2083853834,81,Oakland
44,"Longfellow, Oakland, CA",961 44th St,4500,3,2.5,750,"961 44th St, Oakland, CA is a 3 bedroom, 2.5 bathroom, 1,800 sqft single-family home built in 1910. 961 44th St is located in Longfellow, Oakland. 961 44th St was listed for rent for $4,500/month on Mar 8, 2020.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,162000,https://www.trulia.com/p/ca/oakland/961-44th-st-oakland-ca-94608--2083896962,67,Oakland
45,"Upper Rockridge, Oakland, CA",215 Hermosa Ave,4200,2,1,1400,"215 Hermosa Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,350 sqft single-family home built in 1936. 215 Hermosa Ave is located in Upper Rockridge, Oakland. 215 Hermosa Ave was listed for rent for $4,200/month on Mar 13, 2020. This property is pet friendly.",Commute64% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,151200,https://www.trulia.com/p/ca/oakland/215-hermosa-ave-oakland-ca-94618--2083925442,64,Oakland
46,"Temescal, Oakland, CA",514,6450,6,2.5,1045,"514, Oakland, CA is a 6 bedroom, 2.5 bathroom, 1,750 sqft single-family home built in 1990. 514 is located in Temescal, Oakland. 514 was listed for rent for $6,450/month on Mar 11, 2020.",Commute58% of residents commute by car.,CrimeHigh crime relative to the rest of the area.,232200,https://www.trulia.com/p/ca/oakland/514-oakland-ca-94609--2450653564,58,Oakland
47,"Upper Peralta Creek, Oakland, CA",3212 School St,3000,3,1,1141,"3212 School St, Oakland, CA is a 3 bedroom, 1 bathroom, 984 sqft single-family home built in 1921. 3212 School St is located in Upper Peralta Creek, Oakland. 3212 School St was listed for rent for $3,000/month on Mar 9, 2020.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,108000,https://www.trulia.com/p/ca/oakland/3212-school-st-oakland-ca-94602--2083851938,81,Oakland
48,"Havenscourt, Oakland, CA",2645 62nd Ave,2950,2,1,1501,"2645 62nd Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 711 sqft single-family home built in 1924. 2645 62nd Ave is located in Havenscourt, Oakland. 2645 62nd Ave was listed for rent for $2,950/month on Mar 9, 2020.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,106200,https://www.trulia.com/p/ca/oakland/2645-62nd-ave-oakland-ca-94605--2083866674,85,Oakland
49,"Merriwood, Oakland, CA",49 Bay Forest Dr,9000,3,3.5,800,"49 Bay Forest Dr, Oakland, CA is a 3 bedroom, 3.5 bathroom, 3,300 sqft single-family home built in 1994. 49 Bay Forest Dr is located in Merriwood, Oakland. 49 Bay Forest Dr was listed for rent for $9,000/month on Mar 4, 2020. This property is pet friendly.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,324000,https://www.trulia.com/p/ca/oakland/49-bay-forest-dr-oakland-ca-94611--2083916262,79,Oakland
50,"Glen Highlands, Oakland, CA",6288 Ruthland Rd,5200,4,2.5,2300,"6288 Ruthland Rd, Oakland, CA is a 4 bedroom, 2.5 bathroom, 2,710 sqft single-family home built in 2004. 6288 Ruthland Rd is located in Glen Highlands, Oakland. 6288 Ruthland Rd was listed for rent for $5,200/month on Sep 20, 2019.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,187200,https://www.trulia.com/p/ca/oakland/6288-ruthland-rd-oakland-ca-94611--1002133839,79,Oakland
51,"Fitchburg, Oakland, CA",1231 80th Ave,3195,4,2,1624,"1231 80th Ave, Oakland, CA is a 4 bedroom, 2 bathroom, 660 sqft single-family home built in 1907. 1231 80th Ave is located in Fitchburg, Oakland. 1231 80th Ave was listed for rent for $3,195/month on Feb 3, 2020. This property is pet friendly.",Commute80% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,115020,https://www.trulia.com/p/ca/oakland/1231-80th-ave-oakland-ca-94621--2083939014,80,Oakland
52,"Highland Terrace, Oakland, CA",Address Not Disclosed,2200,2,1,1200,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 550 sqft single-family home built in 1915. This home is located in Highland Terrace, Oakland. This property was listed for rent for $2,200/month on Feb 15, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,79200,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94606--1042325905,70,Oakland
53,"Oak Center, Oakland, CA",1323 Adeline St,3650,3,2,1200,"1323 Adeline St, Oakland, CA is a 3 bedroom, 2 bathroom, 1,300 sqft single-family home built in 1907. 1323 Adeline St is located in Oak Center, Oakland. 1323 Adeline St was listed for rent for $3,650/month on Feb 24, 2020. This property is pet friendly.",Commute60% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,131400,https://www.trulia.com/p/ca/oakland/1323-adeline-st-oakland-ca-94607--1008733741,60,Oakland
54,"Paradise Park, Oakland, CA",Address Not Disclosed,2450,2,1,936,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 750 sqft single-family home. This home is located in Paradise Park, Oakland. This property was listed for rent for $2,450/month on Feb 18, 2020.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,88200,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94608--1054184205,67,Oakland
55,"Montclair, Oakland, CA",5995 Balboa Dr,3600,3,1,1433,"5995 Balboa Dr, Oakland, CA is a 3 bedroom, 1 bathroom, 1,400 sqft single-family home built in 1958. 5995 Balboa Dr is located in Montclair, Oakland. 5995 Balboa Dr was listed for rent for $3,600/month on Feb 11, 2020. This property is pet friendly.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,129600,https://www.trulia.com/p/ca/oakland/5995-balboa-dr-oakland-ca-94611--2083917598,79,Oakland
